# File name: C_glabrata_CBS138_S_cerevisiae_orthologs.txt
# Organism: Candida glabrata CBS138
# Genome version: s02-m07-r41
# Date created: Wed Aug 21 10:26:53 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
CAGL0J11286g		CAL0133448	YNL182C	IPI3	S000005126
CAGL0A01782g	HXT4	CAL0126625	YHR092C	HXT4	S000001134
CAGL0J07458g		CAL0133380	YNL232W	CSL4	S000005176
CAGL0J06088g		CAL0132880	YNL162W-A	YNL162W-A	S000007624
CAGL0H08217g		CAL0131918	YOR026W	BUB3	S000005552
CAGL0M06523g		CAL0136879	YBR191W	RPL21A	S000000395
CAGL0L05148g		CAL0135564	YKL081W	TEF4	S000001564
CAGL0I02992g		CAL0129511	YNL281W	HCH1	S000005225
CAGL0L03333g		CAL0135052	YKR044W	UIP5	S000001752
CAGL0K12562g	RIM15	CAL0134481	YFL033C	RIM15	S000001861
CAGL0C01881g		CAL0127564	YBL085W	BOI1	S000000181
CAGL0K01573g		CAL0134659	YDL030W	PRP9	S000002188
CAGL0G06380g		CAL0137577	YOR355W	GDS1	S000005882
CAGL0G03553g		CAL0130384	YER116C	SLX8	S000000918
CAGL0E03938g		CAL0129030	YHL033C	RPL8A	S000001025
CAGL0H07381g		CAL0131540	YDR482C	CWC21	S000002890
CAGL0M09042g		CAL0136685	YJR094C	IME1	S000003854
CAGL0A01452g	CWH41	CAL0126681	YGL027C	CWH41	S000002995
CAGL0L02871g		CAL0135872	YOR206W	NOC2	S000005732
CAGL0H07667g		CAL0131902	YGL248W	PDE1	S000003217
CAGL0M11968g		CAL0137379	YAL041W	CDC24	S000000039
CAGL0G07865g		CAL0130037	YGR104C	SRB5	S000003336
CAGL0H03487g	AFT1	CAL0129667	YGL071W	AFT1	S000003039
CAGL0K05555g		CAL0134195	YOR078W	BUD21	S000005604
CAGL0G02387g		CAL0129690	YKR090W	PXL1	S000001798
CAGL0I04268g		CAL0132592	YGL161C	YIP5	S000003129
CAGL0E00451g		CAL0128634	YCR093W	CDC39	S000000689
CAGL0B02431g		CAL0127820	YML120C	NDI1	S000004589
CAGL0G05566g		CAL0130661	YDL222C	FMP45	S000002381
CAGL0K10494g		CAL0134739	YFR010W	UBP6	S000001906
CAGL0J02816g		CAL0133016	YER049W	TPA1	S000000851
CAGL0L05522g		CAL0135694	YJL123C	MTC1	S000003659
CAGL0J08228g		CAL0129801	YNL272C	SEC2	S000005216
CAGL0L04334g		CAL0135714	YOR158W	PET123	S000005684
CAGL0H05225g		CAL0130555	YPL067C	YPL067C	S000005988
CAGL0M03465g		CAL0136475	YNR002C	ATO2	S000005285
CAGL0K03839g		CAL0134603	YMR130W	YMR130W	S000004737
CAGL0I06765g		CAL0132056	YER144C	UBP5	S000000946
CAGL0J04444g		CAL0133384	YBL023C	MCM2	S000000119
CAGL0K10906g		CAL0134167	YMR194W	RPL36A	S000004807
CAGL0L09449g		CAL0136204	YIR009W	MSL1	S000001448
CAGL0H02585g		CAL0131940	YMR250W	GAD1	S000004862
CAGL0H04697g		CAL0131556	YML010W	SPT5	S000004470
CAGL0K04257g	RME1	CAL0134863	YGR044C	RME1	S000003276
CAGL0H03861g		CAL0131994	YCL011C	GBP2	S000000517
CAGL0M07832g		CAL0136433	YJR021C	REC107	S000003782
CAGL0I02684g		CAL0129885	YMR285C	NGL2	S000004898
CAGL0G07249g		CAL0130789	YML027W	YOX1	S000004489
CAGL0H08107g		CAL0131816	YOR032C	HMS1	S000005558
CAGL0F04697g		CAL0131412	YLR257W	YLR257W	S000004247
CAGL0K10780g		CAL0133879	YML056C	IMD4	S000004520
CAGL0I00506g		CAL0132680	YLR299W	ECM38	S000004290
CAGL0J08118g		CAL0133480	YNL265C	IST1	S000005209
CAGL0D05588g		CAL0128449	YLL011W	SOF1	S000003934
CAGL0D02266g		CAL0128089	YOR352W	TFB6	S000005879
CAGL0L03377g		CAL0136000	YJL089W	SIP4	S000003625
CAGL0J10406g		CAL0129699	YGL105W	ARC1	S000003073
CAGL0G08602g		CAL0137621	YIL119C	RPI1	S000001381
CAGL0L13068g		CAL0136086	YHR123W	EPT1	S000001165
CAGL0E02145g		CAL0128928	YOL113W	SKM1	S000005473
CAGL0K12386g		CAL0134065	YFL024C	EPL1	S000001870
CAGL0L03608g		CAL0135796	YJL099W	CHS6	S000003635
CAGL0F07931g		CAL0130968	YGR235C	MIC26	S000003467
CAGL0F07953g		CAL0129357	YGR236C	SPG1	S000003468
CAGL0J08635g		CAL0132902	YOR089C	VPS21	S000005615
CAGL0E02849g		CAL0128956	YBL011W	SCT1	S000000107
CAGL0D01628g		CAL0128541	YPR057W	BRR1	S000006261
CAGL0E05918g		CAL0128854	YPL219W	PCL8	S000006140
CAGL0H08239g		CAL0131742	YOR025W	HST3	S000005551
CAGL0I02464g		CAL0132060	YHR172W	SPC97	S000001215
CAGL0I06248g		CAL0132660	YJL165C	HAL5	S000003701
CAGL0H02519g		CAL0131504	YMR253C	YMR253C	S000004866
CAGL0H05533g		CAL0129490	YPL082C	MOT1	S000006003
CAGL0I09614g		CAL0132134	YOR304W	ISW2	S000005831
CAGL0B00352g		CAL0127796	YCL059C	KRR1	S000000564
CAGL0H02123g		CAL0130374	YHR086W	NAM8	S000001128
CAGL0H07227g		CAL0131806	YDR316W	OMS1	S000002724
CAGL0M10747g		CAL0137391	YNR029C	YNR029C	S000005312
CAGL0C02387g		CAL0127170	YER034W	YER034W	S000000836
CAGL0E04664g		CAL0128696	YDR056C	YDR056C	S000002463
CAGL0F03289g		CAL0131380	YHR081W	LRP1	S000001123
CAGL0M09251g		CAL0136487	YJR084W	YJR084W	S000003844
CAGL0H01947g		CAL0131846	YJR056C	YJR056C	S000003817
CAGL0H03509g		CAL0131596	YGL070C	RPB9	S000003038
CAGL0J07348g		CAL0132782	YNL225C	CNM67	S000005169
CAGL0E01683g	YGK3	CAL0128952	YOL128C	YGK3	S000005488
CAGL0L06578g		CAL0135310	YGR225W	AMA1	S000003457
CAGL0G00374g		CAL0129173	YGR276C	RNH70	S000003508
CAGL0M08228g		CAL0137017	YKL176C	LST4	S000001659
CAGL0M04125g		CAL0137287	YNL320W	YNL320W	S000005264
CAGL0B01969g		CAL0127142	YDR125C	ECM18	S000002532
CAGL0M01276g		CAL0136463	YDR332W	IRC3	S000002740
CAGL0C01969g		CAL0127472	YFR048W	RMD8	S000001944
CAGL0H08954g		CAL0130140	YGL136C	MRM2	S000003104
CAGL0J03780g		CAL0133418	YOR239W	ABP140	S000005765
CAGL0J00825g		CAL0133104	YJL044C	GYP6	S000003580
CAGL0B01375g		CAL0127904	YOL145C	CTR9	S000005505
CAGL0K11594g	VPH2	CAL0134825	YKL119C	VPH2	S000001602
CAGL0B01875g		CAL0126970	YDR119W-A	COX26	S000113555
CAGL0M00874g		CAL0137089	YLR438C-A	LSM3	S000006434
CAGL0K05335g		CAL0134309	YPR034W	ARP7	S000006238
CAGL0A04235g		CAL0126871	YBL052C	SAS3	S000000148
CAGL0I02750g		CAL0132150	YHR114W	BZZ1	S000001156
CAGL0L09867g		CAL0136062	YKL024C	URA6	S000001507
CAGL0J03696g		CAL0129567	YOR244W	ESA1	S000005770
CAGL0H07579g	HXK2	CAL0130422	YGL253W	HXK2	S000003222
CAGL0H04741g		CAL0131850	YML012W	ERV25	S000004473
CAGL0C05115g	ARG1	CAL0127578	YOL058W	ARG1	S000005419
CAGL0K02717g		CAL0134429	YHL004W	MRP4	S000000996
CAGL0M01694g		CAL0136647	YBR084W	MIS1	S000000288
CAGL0M04477g		CAL0137325	YLR141W	RRN5	S000004131
CAGL0F04191g		CAL0131428	YBL029C-A	YBL029C-A	S000007591
CAGL0G04367g		CAL0130396	YJL111W	CCT7	S000003647
CAGL0I00308g		CAL0132110	YGL127C	SOH1	S000003095
CAGL0M08624g		CAL0136233	YDR268W	MSW1	S000002676
CAGL0K00253g		CAL0134553	YKL214C	YRA2	S000001697
CAGL0M01056g		CAL0136789	YDR339C	FCF1	S000002747
CAGL0J06336g		CAL0133072	YDL179W	PCL9	S000002338
CAGL0K01661g		CAL0133837	YDL025C	RTK1	S000002183
CAGL0K04895g		CAL0134675	YNL215W	IES2	S000005159
CAGL0L10538g		CAL0135392	YHR063C	PAN5	S000001105
CAGL0D05720g		CAL0128213	YLL005C	SPO75	S000003928
CAGL0I01980g		CAL0129478	YHR155W	YSP1	S000001198
CAGL0L09295g		CAL0135976	YPR007C	REC8	S000006211
CAGL0M06391g		CAL0136479	YBR185C	MBA1	S000000389
CAGL0H00616g		CAL0131862	YPL254W	HFI1	S000006175
CAGL0K01529g		CAL0133917	YDL033C	SLM3	S000002191
CAGL0I09482g		CAL0132118	YBR273C	UBX7	S000000477
CAGL0L06138g	TPN1	CAL0135926	YGL186C	TPN1	S000003154
CAGL0E05786g		CAL0128902	YPL213W	LEA1	S000006134
CAGL0F00737g		CAL0129380	YOR322C	LDB19	S000005849
CAGL0L12716g		CAL0135382	YPL046C	ELC1	S000005967
CAGL0F04763g		CAL0130878	YOL017W	ESC8	S000005377
CAGL0G03377g		CAL0137747	YER106W	MAM1	S000000908
CAGL0H05137g		CAL0130512	YPL061W	ALD6	S000005982
CAGL0K04807g		CAL0134377	YNL212W	VID27	S000005156
CAGL0I09196g		CAL0130133	YBR259W	YBR259W	S000000463
CAGL0G05632g		CAL0130596	YDL218W	YDL218W	S000002377
CAGL0L07370g		CAL0135630	YDL103C	QRI1	S000002261
CAGL0M03069g		CAL0137107	YMR282C	AEP2	S000004895
CAGL0M05181g		CAL0137389	YMR240C	CUS1	S000004853
CAGL0M11000g		CAL0136975	YNR034W-A	YNR034W-A	S000007525
CAGL0H05775g		CAL0130313	YPL097W	MSY1	S000006018
CAGL0K02651g		CAL0134257	YHL008C	YHL008C	S000001000
CAGL0H06281g		CAL0131628	YAL016W	TPD3	S000000014
CAGL0D05478g		CAL0128343	YGR186W	TFG1	S000003418
CAGL0H05863g		CAL0130295	YPL101W	ELP4	S000006022
CAGL0D01804g		CAL0128205	YGL196W	DSD1	S000003164
CAGL0C04917g		CAL0127438	YJR109C	CPA2	S000003870
CAGL0D00550g		CAL0128461	YKL181W	PRS1	S000001664
CAGL0K02893g		CAL0134045	YHR001W-A	QCR10	S000003529
CAGL0G01144g		CAL0137695	YLR347C	KAP95	S000004339
CAGL0A01848g		CAL0126605	YHR098C	SFB3	S000001140
CAGL0B03377g		CAL0127738	YBR276C	PPS1	S000000480
CAGL0H03905g		CAL0129534	YCL009C	ILV6	S000000515
CAGL0I06710g		CAL0132346	YER147C	SCC4	S000000949
CAGL0M09845g		CAL0137437	YLR409C	UTP21	S000004401
CAGL0F05049g		CAL0131046	YLR283W	YLR283W	S000004273
CAGL0H02805g		CAL0129916	YJL074C	SMC3	S000003610
CAGL0K06083g		CAL0133997	YLR265C	NEJ1	S000004255
CAGL0D01760g		CAL0128073	YGL198W	YIP4	S000003166
CAGL0L04598g		CAL0135762	YOR173W	DCS2	S000005699
CAGL0F05929g		CAL0131406	YMR034C	YMR034C	S000004637
CAGL0H00660g		CAL0131858	YPL252C	YAH1	S000006173
CAGL0L06182g		CAL0135734	YGL190C	CDC55	S000003158
CAGL0J07810g		CAL0133088	YNL251C	NRD1	S000005195
CAGL0H01353g		CAL0130090	YDR296W	MHR1	S000002704
CAGL0A03256g		CAL0126939	YDR386W	MUS81	S000002794
CAGL0L12562g		CAL0136080	YPL038W	MET31	S000005959
CAGL0L03652g		CAL0135510	YJL102W	MEF2	S000003638
CAGL0K02959g		CAL0134163	YHR004C	NEM1	S000001046
CAGL0H10296g		CAL0129678	YDL107W	MSS2	S000002265
CAGL0F07975g		CAL0131386	YGR237C	YGR237C	S000003469
CAGL0M13541g		CAL0136731	YMR291W	TDA1	S000004905
CAGL0F00935g	PEX15	CAL0131172	YOL044W	PEX15	S000005404
CAGL0M13629g		CAL0137171	YMR295C	YMR295C	S000004910
CAGL0I05192g		CAL0132506	YIL035C	CKA1	S000001297
CAGL0D01540g		CAL0128189	YPR063C	YPR063C	S000006267
CAGL0K11253g		CAL0134311	YDR246W	TRS23	S000002654
CAGL0K12936g		CAL0134335	YFL049W	SWP82	S000001845
CAGL0M13453g		CAL0136429	YHR188C	GPI16	S000001231
CAGL0J09856g		CAL0133744	YBR122C	MRPL36	S000000326
CAGL0K11132g		CAL0133985	YDR240C	SNU56	S000002648
CAGL0L01067g		CAL0135936	YDL173W	PAR32	S000002332
CAGL0C00385g		CAL0127376	YLR095C	IOC2	S000004085
CAGL0B01589g		CAL0127074	YDR139C	RUB1	S000002546
CAGL0K07634g	GAT1	CAL0134543	YFL021W	GAT1	S000001873
CAGL0I09064g		CAL0132678	YFR028C	CDC14	S000001924
CAGL0M01122g		CAL0136941	YDR336W	YDR336W	S000002744
CAGL0G08019g		CAL0129369	YDR090C	YDR090C	S000002497
CAGL0F06875g		CAL0130944	YIR034C	LYS1	S000001473
CAGL0G01672g		CAL0129520	YPR108W	RPN7	S000006312
CAGL0J08437g		CAL0133600	YDR503C	LPP1	S000002911
CAGL0J04884g		CAL0133456	YJL048C	UBX6	S000003584
CAGL0F04477g		CAL0129475	YBL041W	PRE7	S000000137
CAGL0F02937g		CAL0131000	YDR418W	RPL12B	S000002826
CAGL0M00176g	BAT2	CAL0137043	YJR148W	BAT2	S000003909
CAGL0M09647g		CAL0137393	YMR155W	YMR155W	S000004764
CAGL0I07227g	IDH2	CAL0129777	YOR136W	IDH2	S000005662
CAGL0H00440g		CAL0131740	YJR124C	YJR124C	S000003885
CAGL0J00297g		CAL0132812	YHR045W	YHR045W	S000001087
CAGL0H06149g		CAL0131866	YAL021C	CCR4	S000000019
CAGL0L11110g	CNA1	CAL0136126	YML057W	CMP2	S000004521
CAGL0K01441g		CAL0134129	YDL043C	PRP11	S000002201
CAGL0H05797g		CAL0131906	YPL098C	MGR2	S000006019
CAGL0L02673g		CAL0135256	YOR217W	RFC1	S000005743
CAGL0L09999g		CAL0135546	YOR044W	IRC23	S000005570
CAGL0L12166g		CAL0135506	YLR085C	ARP6	S000004075
CAGL0A00979g		CAL0126663	YLR325C	RPL38	S000004317
CAGL0K01749g		CAL0133937	YDL019C	OSH2	S000002177
CAGL0G03003g		CAL0130805	YGR090W	UTP22	S000003322
CAGL0J09240g	LYS21	CAL0133504	YDL131W	LYS21	S000002289
CAGL0D00836g		CAL0128303	YDL063C	SYO1	S000002221
CAGL0L08954g		CAL0135136	YPL003W	ULA1	S000005924
CAGL0J09152g		CAL0133734	YDL135C	RDI1	S000002294
CAGL0K01925g	GDI1	CAL0133969	YER136W	GDI1	S000000938
CAGL0G06138g		CAL0129379	YHR135C	YCK1	S000001177
CAGL0F08019g	PEX21	CAL0131384	YGR239C	PEX21	S000003471
CAGL0F03047g		CAL0131078	YDR422C	SIP1	S000002830
CAGL0A00869g	EST2	CAL0126685	YLR318W	EST2	S000004310
CAGL0J06864g		CAL0132820	YPL121C	MEI5	S000006042
CAGL0K05489g		CAL0133939	YOR075W	UFE1	S000005601
CAGL0B02629g		CAL0127742	YDR251W	PAM1	S000002659
CAGL0L05280g		CAL0135858	YKL087C	CYT2	S000001570
CAGL0K09790g		CAL0134231	YNL138W	SRV2	S000005082
CAGL0K08250g		CAL0134009	YKR052C	MRS4	S000001760
CAGL0K08052g		CAL0134127	YPR093C	ASR1	S000006297
CAGL0E01155g		CAL0129062	YDR156W	RPA14	S000002563
CAGL0A02233g	HXT4/6/7	CAL0126661	YDR343C	HXT6	S000002751
CAGL0G05852g		CAL0137591	YHR144C	DCD1	S000001187
CAGL0B03861g		CAL0127918	YJR011C	YJR011C	S000003772
CAGL0F00407g		CAL0129185	YJR070C	LIA1	S000003831
CAGL0M07139g		CAL0136655	YHR192W	LNP1	S000001235
CAGL0K11000g		CAL0134479	YDR235W	PRP42	S000002643
CAGL0C00693g	CCC1	CAL0127534	YLR220W	CCC1	S000004210
CAGL0M04015g		CAL0136587	YNL314W	DAL82	S000005258
CAGL0J06072g	CBK1	CAL0133578	YNL161W	CBK1	S000005105
CAGL0B03905g		CAL0127722	YJR013W	GPI14	S000003774
CAGL0M02343g		CAL0136227	YPL149W	ATG5	S000006070
CAGL0G05654g		CAL0130616	YDL217C	TIM22	S000002376
CAGL0K02299g		CAL0134387	YER123W	YCK3	S000000925
CAGL0M06061g	PEX32	CAL0137031	YBR168W	PEX32	S000000372
CAGL0J09768g		CAL0133156	YDL200C	MGT1	S000002359
CAGL0H02937g		CAL0130575	YJL069C	UTP18	S000003605
CAGL0M06919g		CAL0137065	YNL023C	FAP1	S000004968
CAGL0K03883g		CAL0134141	YMR132C	JLP2	S000004739
CAGL0E04378g		CAL0128934	YHR009C	TDA3	S000001051
CAGL0L11814g		CAL0135792	YER166W	DNF1	S000000968
CAGL0J05258g		CAL0129447	YJL063C	MRPL8	S000003599
CAGL0D03938g		CAL0128385	YHR035W	NEL1	S000001077
CAGL0E05698g		CAL0128818	YPL208W	RKM1	S000006129
CAGL0B00506g		CAL0127126	YCL052C	PBN1	S000000557
CAGL0D02134g		CAL0128235	YKL133C	YKL133C	S000001616
CAGL0C04807g		CAL0127616	YJR113C	RSM7	S000003874
CAGL0L06754g		CAL0135242	YBR143C	SUP45	S000000347
CAGL0I00572g		CAL0132298	YLR295C	ATP14	S000004286
CAGL0H03003g		CAL0131514	YGL095C	VPS45	S000003063
CAGL0M10615g		CAL0136245	YNR021W	YNR021W	S000005304
CAGL0C04609g		CAL0127636	YJR099W	YUH1	S000003860
CAGL0M01078g		CAL0136291	YDR338C	YDR338C	S000002746
CAGL0K02189g		CAL0134909	YER128W	VFA1	S000000930
CAGL0F00495g		CAL0129782	YJR066W	TOR1	S000003827
CAGL0E05808g	THI6	CAL0129042	YPL214C	THI6	S000006135
CAGL0H04895g		CAL0129656	YLR376C	PSY3	S000004368
CAGL0F08107g	LSC2	CAL0131294	YGR244C	LSC2	S000003476
CAGL0I03674g		CAL0132272	YDL147W	RPN5	S000002306
CAGL0D05170g	PHO4	CAL0128269	YFR034C	PHO4	S000001930
CAGL0F03927g		CAL0129288	YMR217W	GUA1	S000004830
CAGL0J07326g		CAL0133348	YNL224C	SQS1	S000005168
CAGL0M03927g		CAL0136641	YNL309W	STB1	S000005253
CAGL0E05302g		CAL0128692	YOR329C	SCD5	S000005856
CAGL0D05610g		CAL0128163	YLL010C	PSR1	S000003933
CAGL0I02112g		CAL0132072	YHR159W	TDA11	S000001202
CAGL0L11990g		CAL0135790	YER174C	GRX4	S000000976
CAGL0C01419g		CAL0127510	YPL184C	MRN1	S000006105
CAGL0H07029g		CAL0131616	YDR322W	MRPL35	S000002730
CAGL0K12452g		CAL0134405	YFL027C	GYP8	S000001867
CAGL0E00957g		CAL0129084	YDR166C	SEC5	S000002573
CAGL0C03069g		CAL0127224	YER026C	CHO1	S000000828
CAGL0F04103g		CAL0129814	YBL028C	YBL028C	S000000124
CAGL0C00627g	ATG14	CAL0127632	YBR128C	ATG14	S000000332
CAGL0M09317g		CAL0137503	YJR080C	AIM24	S000003841
CAGL0H04345g		CAL0131470	YML077W	BET5	S000004542
CAGL0M11110g		CAL0137061	YDR087C	RRP1	S000002494
CAGL0J05522g		CAL0133740	YNL083W	SAL1	S000005027
CAGL0E03608g		CAL0129006	YHL023C	NPR3	S000001015
CAGL0I08327g		CAL0130274	YER025W	GCD11	S000000827
CAGL0J05280g		CAL0132920	YJL065C	DLS1	S000003601
CAGL0M09295g		CAL0136263	YJR082C	EAF6	S000003842
CAGL0M08052g	GEA2	CAL0136243	YJR031C	GEA1	S000003792
CAGL0H07623g		CAL0130380	YGL250W	RMR1	S000003219
CAGL0E05258g		CAL0128906	YOR327C	SNC2	S000005854
CAGL0K06017g		CAL0134801	YLR262C	YPT6	S000004252
CAGL0G06490g		CAL0137573	YNL096C	RPS7B	S000005040
CAGL0E00407g		CAL0128594	YCR095C	OCA4	S000000691
CAGL0L13222g		CAL0135604	YLR079W	SIC1	S000004069
CAGL0L09207g		CAL0135492	YPR003C	YPR003C	S000006207
CAGL0J06490g		CAL0133664	YML101C	CUE4	S000004568
CAGL0F03575g		CAL0131130	YPL176C	TRE1	S000006097
CAGL0D01012g		CAL0128471	YDL056W	MBP1	S000002214
CAGL0L12452g		CAL0135794	YPL032C	SVL3	S000005953
CAGL0F07645g		CAL0131190	YKL099C	UTP11	S000001582
CAGL0L01947g		CAL0135296	YKL034W	TUL1	S000001517
CAGL0J03608g		CAL0133100	YCR065W	HCM1	S000000661
CAGL0M02651g		CAL0137313	YPL133C	RDS2	S000006054
CAGL0H04037g		CAL0131620	YOR178C	GAC1	S000005704
CAGL0M07095g	ERG9	CAL0136937	YHR190W	ERG9	S000001233
CAGL0K05027g		CAL0134249	YNL220W	ADE12	S000005164
CAGL0C00473g		CAL0127418	YBR136W	MEC1	S000000340
CAGL0F01111g		CAL0130906	YOL032W	OPI10	S000005392
CAGL0D02068g		CAL0128397	YKL135C	APL2	S000001618
CAGL0L04884g		CAL0135870	YGR120C	COG2	S000003352
CAGL0H07733g		CAL0131996	YGL243W	TAD1	S000003212
CAGL0G09603g		CAL0129176	YOR186W	YOR186W	S000005712
CAGL0D04796g		CAL0128433	YPR131C	NAT3	S000006335
CAGL0F02805g		CAL0131202	YDR410C	STE14	S000002818
CAGL0L02783g		CAL0134972	YOR211C	MGM1	S000005737
CAGL0I08745g		CAL0132488	YGR170W	PSD2	S000003402
CAGL0E04510g		CAL0128894	YOR022C	YOR022C	S000005548
CAGL0J07216g		CAL0133060	YOR368W	RAD17	S000005895
CAGL0J08822g		CAL0133554	YLR210W	CLB4	S000004200
CAGL0F06567g		CAL0131320	YMR064W	AEP1	S000004668
CAGL0G02629g		CAL0129180	YIL096C	BMT5	S000001358
CAGL0A04675g		CAL0126897	YBL078C	ATG8	S000000174
CAGL0F06941g	PYC1	CAL0129376	YGL062W	PYC1	S000003030
CAGL0M00374g		CAL0136853	YJR137C	MET5	S000003898
CAGL0F03905g		CAL0129366	YMR216C	SKY1	S000004829
CAGL0H05643g		CAL0130120	YPL090C	RPS6A	S000006011
CAGL0J04796g		CAL0129599	YLR427W	MAG2	S000004419
CAGL0A00407g	SCL1	CAL0126727	YGL011C	SCL1	S000002979
CAGL0L02453g		CAL0135578	YEL007W	MIT1	S000000733
CAGL0E05346g		CAL0128848	YOR332W	VMA4	S000005859
CAGL0D05192g		CAL0128153	YFR033C	QCR6	S000001929
CAGL0F01661g		CAL0131350	YLR063W	BMT6	S000004053
CAGL0J10208g		CAL0132830	YNL072W	RNH201	S000005016
CAGL0J01936g		CAL0132900	YIR004W	DJP1	S000001443
CAGL0M06655g		CAL0136971	YNL031C	HHT2	S000004976
CAGL0L10142g	RSB1	CAL0135328	YOR049C	RSB1	S000005575
CAGL0A02189g		CAL0126865	YHR091C	MSR1	S000001133
CAGL0I04994g	MET6	CAL0132720	YER091C	MET6	S000000893
CAGL0I04752g		CAL0132332	YBR029C	CDS1	S000000233
CAGL0J00715g		CAL0133232	YHR022C	YHR022C	S000001064
CAGL0F08459g		CAL0131210	YGR264C	MES1	S000003496
CAGL0J08932g		CAL0133660	YLR215C	CDC123	S000004205
CAGL0L08580g	RPN10	CAL0135728	YHR200W	RPN10	S000001243
CAGL0M07546g		CAL0136635	YMR023C	MSS1	S000004625
CAGL0M06963g		CAL0136339	YCR073W-A	SOL2	S000000718
CAGL0J05412g		CAL0132980	YGL099W	LSG1	S000003067
CAGL0K08030g		CAL0134773	YPR091C	NVJ2	S000006295
CAGL0K11462g		CAL0134087	YDR224C	HTB1	S000002632
CAGL0M00814g		CAL0137117	YLR441C	RPS1A	S000004433
CAGL0L09383g	SUT2	CAL0135730	YPR009W	SUT2	S000006213
CAGL0L11308g		CAL0135518	YML067C	ERV41	S000004532
CAGL0E05654g		CAL0128786	YPL206C	PGC1	S000006127
CAGL0A04037g		CAL0126779	YLR196W	PWP1	S000004186
CAGL0K06787g		CAL0134417	YBR218C	PYC2	S000000422
CAGL0K00385g		CAL0134499	YKL208W	CBT1	S000001691
CAGL0F00825g	GSH2	CAL0130874	YOL049W	GSH2	S000005409
CAGL0K10714g		CAL0134157	YFR022W	ROG3	S000001918
CAGL0J07150g		CAL0132926	YOR363C	PIP2	S000005890
CAGL0I03234g		CAL0132644	YEL026W	SNU13	S000000752
CAGL0K06303g		CAL0134355	YDR457W	TOM1	S000002865
CAGL0A01980g		CAL0126675	YOL023W	IFM1	S000005383
CAGL0L04356g		CAL0135894	YOR160W	MTR10	S000005686
CAGL0H06787g		CAL0131584	YIL160C	POT1	S000001422
CAGL0M03179g		CAL0136953	YKR018C	YKR018C	S000001726
CAGL0C03652g		CAL0127308	YNR041C	COQ2	S000005324
CAGL0J03256g		CAL0133228	YER075C	PTP3	S000000877
CAGL0M06105g		CAL0137323	YBR170C	NPL4	S000000374
CAGL0K03179g		CAL0134475	YHL017W	YHL017W	S000001009
CAGL0B01419g	RIB4	CAL0127888	YOL143C	RIB4	S000005503
CAGL0B03047g	ILV5	CAL0127068	YLR355C	ILV5	S000004347
CAGL0I09592g		CAL0132382	YOR303W	CPA1	S000005829
CAGL0J00165g		CAL0133522	YGR027C	RPS25A	S000003259
CAGL0M08492g	PIR3	CAL0136553	YKL164C	PIR1	S000001647
CAGL0B03663g		CAL0127902	YCR005C	CIT2	S000000598
CAGL0L07238g		CAL0136044	YDL097C	RPN6	S000002255
CAGL0F03751g		CAL0130986	YMR213W	CEF1	S000004826
CAGL0D04378g		CAL0128161	YDR017C	KCS1	S000002424
CAGL0E01177g	CPR1	CAL0128726	YDR155C	CPR1	S000002562
CAGL0C03872g	TIR3	CAL0127436	YIL011W	TIR3	S000001273
CAGL0J04862g		CAL0133254	YJL047C	RTT101	S000003583
CAGL0C02255g		CAL0127318	YER041W	YEN1	S000000843
CAGL0J00781g		CAL0133372	YJL041W	NSP1	S000003577
CAGL0K00781g		CAL0134833	YGR210C	YGR210C	S000003442
CAGL0K00913g		CAL0134619	YGR204W	ADE3	S000003436
CAGL0H03047g		CAL0130102	YGL093W	SPC105	S000003061
CAGL0E05984g		CAL0128656	YPL223C	GRE1	S000006144
CAGL0F09009g		CAL0131188	YHR040W	BCD1	S000001082
CAGL0L06886g		CAL0135408	YDL082W	RPL13A	S000002240
CAGL0D04774g		CAL0127941	YPR128C	ANT1	S000006332
CAGL0M04521g		CAL0136423	YLR143W	DPH6	S000004133
CAGL0G02189g	MTD1	CAL0129349	YKR080W	MTD1	S000001788
CAGL0C02013g		CAL0127188	YFR045W	YFR045W	S000001941
CAGL0G05159g		CAL0130312	YDR065W	RRG1	S000002472
CAGL0E03025g		CAL0128832	YGR146C	ECL1	S000003378
CAGL0C02453g		CAL0127334	YER031C	YPT31	S000000833
CAGL0E00891g		CAL0128666	YDR169C	STB3	S000002576
CAGL0K08294g		CAL0134815	YKR054C	DYN1	S000001762
CAGL0J10384g		CAL0133464	YGL103W	RPL28	S000003071
CAGL0G04873g	ROM2	CAL0130649	YLR371W	ROM2	S000004363
CAGL0H03223g		CAL0131904	YGL084C	GUP1	S000003052
CAGL0M12551g		CAL0136579	YIL057C	RGI2	S000001319
CAGL0B04565g		CAL0127136	YOR099W	KTR1	S000005625
CAGL0D04620g		CAL0128517	YPR119W	CLB2	S000006323
CAGL0M04961g		CAL0137185	YMR235C	RNA1	S000004848
CAGL0B02277g		CAL0126994	YML113W	DAT1	S000004581
CAGL0H05731g		CAL0130526	YPL094C	SEC62	S000006015
CAGL0J02200g		CAL0133114	YIR001C	SGN1	S000001440
CAGL0I04180g	AMT1	CAL0132636	YGL166W	CUP2	S000003134
CAGL0G03135g		CAL0130807	YGR096W	TPC1	S000003328
