C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38
CAGL0H10142g	ARO3	Putative 2-dehydro-3-deoxyphosphoheptonate aldolase; protein abundance increased in ace2 mutant cells	-2.99e+00	4.44e-05	-2.04e+00	4.14e-06	6.03e-01	8.40e-04	7.62e-01	3.70e-03	-3.55e+00	-2.75e+00	1.32e+00	1.22e+00	-1	-1	0	0	METABOLISM	AMINO ACID METABOLISM	F1	CAGL0H10142g	OFF	DOWN	DOWN	0	0	CAGL0H10142g	YDR035W	S000002442	YDR035W	ARO3	3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan	-1.58e-01	6.62e-01	2.15e-02	8.66e-01
CAGL0I00286g		Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	8.17e-01	5.34e-02	2.66e+00	5.83e-06	-6.44e-01	2.03e-03	9.07e-01	1.02e-02	8.97e-01	3.43e+00	-1.76e+00	1.48e+00	0	1	0	0	TRANSPORT / TRAFFICKING	PLASMA MEMBRANE	F4	CAGL0I00286g	Type I	0	UP	DOWN	0	CAGL0I00286g	YMR011W	S000004613	YMR011W	HXT2	High-affinity glucose transporter of the major facilitator superfamily; expression is induced by low levels of glucose and repressed by high levels of glucose	 NA	 NA	 NA	 NA
CAGL0I00462g		Ortholog(s) have role in cotranslational protein targeting to membrane and endoplasmic reticulum membrane localization	-2.58e-01	4.42e-02	-8.20e-02	7.17e-01	8.30e-01	2.57e-04	1.25e+00	3.41e-04	-3.58e-01	-1.81e-01	1.88e+00	2.08e+00	0	0	0	1	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0I00462g	OFF	0	0	UP	UP	CAGL0I00462g	YLR301W	S000004292	YLR301W	HRI1	Protein of unknown function that interacts with Sec72p and Hrr25p	2.01e-01	5.36e-01	1.60e-01	2.00e-01
CAGL0I00528g		Ortholog(s) have mRNA binding, pre-mRNA 5'-splice site binding activity and role in mRNA 5'-splice site recognition, mRNA splicing, via spliceosome, positive regulation of RNA binding	1.08e+00	7.99e-04	1.61e+00	1.26e-04	5.92e-01	6.87e-03	-2.38e-01	5.46e-01	1.21e+00	2.04e+00	1.30e+00	-5.26e-01	0	1	0	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0I00528g	OFF	0	UP	0	0	CAGL0I00528g	YLR298C	S000004289	YLR298C	YHC1	Component of the U1 snRNP complex required for pre-mRNA splicing; putative ortholog of human U1C protein, which is involved in formation of a complex between U1 snRNP and the pre-mRNA 5' splice site	 NA	 NA	 NA	 NA
CAGL0I00550g		Ortholog of S. cerevisiae : YLR297W and Saccharomyces cerevisiae S288C : YLR297W	2.04e+00	4.45e-06	9.21e-01	1.06e-03	-4.83e-03	9.77e-01	-3.48e-01	8.93e-02	2.33e+00	1.14e+00	-1.79e-01	-7.18e-01	1	0	0	0	UNCLASSIFIED	_	Others	CAGL0I00550g	OFF	UP	0	0	0	CAGL0I00550g	YLR297W	S000004288	YLR297W		Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; not an essential gene; induced by treatment with 8-methoxypsoralen and UVA irradiation; relocalizes from nucleus to vacuole upon DNA replication stress; YLR297W has a paralog, YOR186W, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0I00748g		Ortholog(s) have NADH dehydrogenase activity, role in NADH oxidation, chronological cell aging, glycolytic fermentation to ethanol and mitochondrion, plasma membrane localization	-1.65e+00	2.96e-03	-2.11e+00	6.49e-06	5.17e-02	7.87e-01	6.57e-02	7.99e-01	-1.99e+00	-2.84e+00	-3.99e-02	6.31e-03	0	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0I00748g	OFF	DOWN	DOWN	0	0	CAGL0I00748g	YMR145C	S000004753	YMR145C	NDE1	Mitochondrial external NADH dehydrogenase; type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain; NDE1 has a paralog, NDE2, that arose from the whole genome duplication	1.66e+00	8.92e-02	-1.31e-01	6.19e-01
CAGL0I00792g		Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-1.72e+00	1.06e-04	-1.44e+00	1.06e-04	6.25e-02	5.98e-01	-1.75e+00	2.91e-04	-2.06e+00	-1.96e+00	-1.31e-02	-3.18e+00	-1	0	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0I00792g	Type II	DOWN	DOWN	0	DOWN	CAGL0I00792g	YMR143W	S000004751	YMR143W	RPS16A	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog, RPS16B, that arose from the whole genome duplication	6.25e-01	9.38e-02	-2.41e-01	9.83e-02
CAGL0I00814g		Has domain(s) with predicted structural constituent of ribosome activity, role in translational elongation and ribosome localization	-8.89e-01	6.66e-03	-3.94e-01	9.34e-02	-1.76e-01	1.28e-01	-1.22e+00	6.37e-04	-1.10e+00	-5.91e-01	-6.03e-01	-2.24e+00	0	0	0	-1	REGULATION	TRANSLATION	F2	CAGL0I00814g	OFF	0	0	0	DOWN	CAGL0I00814g	YDL081C	S000002239	YDL081C	RPP1A	Ribosomal stalk protein P1 alpha; involved in the interaction between translational elongation factors and the ribosome; free (non-ribosomal) P1 stimulates the phosphorylation of the eIF2 alpha subunit (Sui2p) by Gcn2p; accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component	-3.16e-02	9.79e-01	-4.08e-02	7.41e-01
CAGL0I01100g	GCY1	Ortholog(s) have alditol:NADP+ 1-oxidoreductase activity, aldo-keto reductase (NADP) activity, glycerol dehydrogenase [NAD(P)+] activity, mRNA binding, oxidoreductase activity	1.55e+00	7.61e-04	1.80e+00	1.61e-04	-4.25e-02	8.03e-01	6.42e-01	2.40e-02	1.75e+00	2.30e+00	-2.73e-01	1.02e+00	0	1	0	0	REDOX SIGNALING	METABOLISM	F3	CAGL0I01100g	OFF	UP	UP	0	0	CAGL0I01100g	YOR120W	S000005646	YOR120W	GCY1	Glycerol dehydrogenase; involved in an alternative pathway for glycerol catabolism used under microaerobic conditions; also has mRNA binding activity; member of the aldo-keto reductase (AKR) family; human homolog AKR1B1 can complement yeast null mutant; protein abundance increases in response to DNA replication stress; GCY1 has a paralog, YPR1, that arose from the whole genome duplication	2.71e-01	5.31e-01	8.92e-01	1.11e-03
CAGL0I01166g	TRR1	Thioredoxin reductase (NADPH)	8.67e-01	2.16e-02	2.98e+00	1.49e-06	-6.46e-01	2.29e-03	-6.06e-01	2.50e-02	9.56e-01	3.84e+00	-1.76e+00	-1.17e+00	0	1	0	0	REDOX SIGNALING	THIOL REDOX	F3	CAGL0I01166g	Type I	0	UP	DOWN	0	CAGL0I01166g	YHR106W	S000001148	YHR106W	TRR2	Mitochondrial thioredoxin reductase; involved in protection against oxidative stress, required with Glr1p to maintain the redox state of Trx3p; contains active-site motif (CAVC) present in prokaryotic orthologs; binds NADPH and FAD; TRR2 has a paralog, TRR1, that arose from the whole genome duplication	1.19e-01	7.05e-01	5.11e-01	1.18e-02
CAGL0I01276g		Ortholog(s) have cytoplasm, nucleus localization	1.13e+00	3.96e-02	1.85e+00	3.74e-05	1.03e-02	9.78e-01	1.75e+00	8.75e-05	1.27e+00	2.36e+00	-1.42e-01	2.96e+00	0	1	0	1	IRON-SULFUR CLUSTER SYNTHESIS AND ASSEMBLY	_	F5	CAGL0I01276g	Type II	0	UP	0	UP	CAGL0I01276g	YHR112C	S000001154	YHR112C		Protein of unknown function; localizes to the cytoplasm and nucleus; overexpression affects protein trafficking through the endocytic pathway	-3.08e-01	6.80e-01	4.61e-01	2.01e-02
CAGL0I01298g		Ortholog(s) have aminopeptidase activity, metalloaminopeptidase activity, role in cellular response to drug, chaperone-mediated protein folding, proteolysis and extracellular region, fungal-type vacuole lumen localization	-1.90e+00	1.69e-05	-1.40e+00	4.01e-05	-2.14e-01	9.79e-02	2.19e-01	2.82e-01	-2.27e+00	-1.91e+00	-6.97e-01	2.75e-01	-1	0	0	0	METABOLISM	POST TRANSLATIONAL MODIFICATION	F1	CAGL0I01298g	OFF	DOWN	DOWN	0	0	CAGL0I01298g	YHR113W	S000001155	YHR113W	APE4	Cytoplasmic aspartyl aminopeptidase with possible vacuole function; Cvt pathway cargo protein; cleaves unblocked N-terminal acidic amino acids from peptide substrates; forms a 12-subunit homo-oligomer; M18 metalloprotease family	6.07e-01	1.49e-01	-5.60e-01	5.95e-02
CAGL0I01408g	CYC1	Ortholog(s) have electron transfer activity and role in mitochondrial ATP synthesis coupled electron transport, mitochondrial electron transport, cytochrome c to oxygen, mitochondrial electron transport, ubiquinol to cytochrome c	-2.18e+00	1.64e-03	-3.16e+00	1.73e-06	-2.15e-01	1.02e-01	-1.08e+00	1.01e-03	-2.61e+00	-4.23e+00	-6.99e-01	-2.00e+00	-1	-1	0	-1	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0I01408g	Type II	DOWN	DOWN	0	DOWN	CAGL0I01408g	YJR048W	S000003809	YJR048W	CYC1	Cytochrome c, isoform 1; also known as iso-1-cytochrome c; electron carrier of mitochondrial intermembrane space that transfers electrons from ubiquinone-cytochrome c oxidoreductase to cytochrome c oxidase during cellular respiration; CYC1 has a paralog, CYC7, that arose from the whole genome duplication; human homolog CYC1 can complement yeast null mutant; mutations in human CYC1 cause insulin-responsive hyperglycemia	1.98e+00	2.11e-03	4.41e-02	8.23e-01
CAGL0I01980g		Putative activator of transcription; gene is upregulated in azole-resistant strain	8.66e-01	4.98e-03	-3.44e-01	7.57e-02	1.06e+00	6.06e-04	4.73e-01	2.54e-02	9.55e-01	-5.26e-01	2.44e+00	7.19e-01	0	0	1	0	TRANSPORT / TRAFFICKING	ER/GOLGI TRANSPORT SYSTEM	F4	CAGL0I01980g	OFF	0	0	UP	0	CAGL0I01980g	YHR155W	S000001198	YHR155W	LAM1	Putative sterol transfer protein; localizes to puncta in the cortical ER; probable role in retrograde transport of sterols from the plasma membrane to the ER; one of six StART-like domain-containing proteins in yeast that may be involved in sterol transfer between intracellular membranes; conserved across eukaryotes; contains GRAM, StART-like (VASt) and two PH-like domains	 NA	 NA	 NA	 NA
CAGL0I02024g	OYE2	Putative NADPH dehydrogenase; protein abundance increased in ace2 mutant cells	2.16e+00	3.22e-06	9.65e-01	4.09e-04	1.78e-01	1.66e-01	-1.93e-01	3.23e-01	2.46e+00	1.20e+00	2.71e-01	-4.46e-01	1	0	0	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0I02024g	OFF	UP	0	0	0	CAGL0I02024g	YHR179W	S000001222	YHR179W	OYE2	Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN); responsible for geraniol reduction into citronellol during fermentation; homologous to Oye3p with different ligand binding and catalytic properties; may be involved in sterol metabolism, oxidative stress response, and programmed cell death; protein abundance increases in response to DNA replication stress	 NA	 NA	 NA	 NA
CAGL0I02134g	PEX21B	Ortholog(s) have role in protein import into peroxisome matrix and cytosol, peroxisome localization	2.12e+00	3.95e-04	2.47e+00	5.08e-05	2.21e+00	1.08e-05	2.09e+00	2.14e-04	2.42e+00	3.18e+00	5.29e+00	3.55e+00	1	1	1	1	TRANSPORT / TRAFFICKING	PEROXISOME	F4	CAGL0I02134g	Type II	UP	UP	UP	UP	CAGL0I02134g	YHR160C	S000001203	YHR160C	PEX18	Peroxin; required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex21p; primarily responsible for peroxisomal import during growth on oleate, and expression is induced during oleate growth	 NA	 NA	 NA	 NA
CAGL0I02486g	ENO1	Putative enolase I; protein abundance increased in azole resistant strain and in ace2 mutant cells	9.55e-01	4.97e-04	4.37e-02	9.17e-01	4.19e-01	1.40e-02	1.90e+00	5.59e-04	1.06e+00	-1.59e-02	8.67e-01	3.21e+00	0	0	0	1	REGULATION	OTHERS	F2	CAGL0I02486g	OFF	0	0	0	UP	CAGL0I02486g	YHR174W	S000001217	YHR174W	ENO2	Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication	-7.40e-01	9.01e-02	-1.76e-01	1.56e-01
CAGL0I02508g		Ortholog(s) have copper ion transmembrane transporter activity and role in cellular copper ion homeostasis, copper ion import, protein maturation by copper ion transfer	1.43e+00	1.35e-04	1.88e+00	3.45e-05	-7.18e-01	5.23e-03	-5.64e-01	3.02e-02	1.62e+00	2.40e+00	-1.94e+00	-1.10e+00	0	1	0	0	TRANSPORT / TRAFFICKING	VACUOLAR MEMBRANE	F4	CAGL0I02508g	Type I	UP	UP	DOWN	0	CAGL0I02508g	YHR175W	S000001218	YHR175W	CTR2	Low-affinity copper transporter of the vacuolar membrane; mutation confers resistance to toxic copper concentrations, while overexpression confers resistance to copper starvation; regulated by nonsense-mediated mRNA decay pathway	 NA	 NA	 NA	 NA
CAGL0I02530g		Ortholog(s) have N,N-dimethylaniline monooxygenase activity, role in protein folding and endoplasmic reticulum membrane localization	2.69e+00	5.10e-06	1.98e+00	4.14e-06	6.03e-01	5.74e-03	1.13e+00	4.65e-04	3.09e+00	2.53e+00	1.32e+00	1.87e+00	1	1	0	0	REDOX SIGNALING	FLAVO HEMO PROTEIN	F3	CAGL0I02530g	Type II	UP	UP	0	UP	CAGL0I02530g	YHR176W	S000001219	YHR176W	FMO1	Flavin-containing monooxygenase; localized to the cytoplasmic face of the ER membrane; catalyzes oxidation of biological thiols to maintain the ER redox buffer ratio for correct folding of disulfide-bonded proteins	-6.91e-01	2.79e-01	9.90e-01	5.81e-04
CAGL0I02728g		Ortholog(s) have role in mitochondrial respiratory chain complex assembly and cytoplasm, mitochondrion localization	4.07e-02	7.49e-01	3.29e-02	9.38e-01	1.02e+00	7.68e-05	9.20e-01	3.37e-02	-9.27e-03	-3.00e-02	2.34e+00	1.50e+00	0	0	1	0	UNCLASSIFIED	_	Others	CAGL0I02728g	OFF	0	0	UP	0	CAGL0I02728g	YHR116W	S000001158	YHR116W	COX23	Protein that functions in mitochondrial copper homeostasis; mitochondrial intermembrane space protein; essential for functional cytochrome oxidase expression; homologous to Cox17p; contains twin cysteine-x9-cysteine motifs	 NA	 NA	 NA	 NA
CAGL0I03036g		Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization	-6.23e-01	1.94e-03	-2.48e-01	4.40e-01	3.33e-01	3.75e-02	1.52e+00	9.72e-04	-7.85e-01	-4.00e-01	6.54e-01	2.55e+00	0	0	0	1	METABOLISM	MITOCHONDRIAL BIOGENESIS	F1	CAGL0I03036g	OFF	0	0	0	UP	CAGL0I03036g	YNL284C	S000005228	YNL284C	MRPL10	Mitochondrial ribosomal protein of the large subunit; appears as two protein spots (YmL10 and YmL18) on two-dimensional SDS gels	-4.48e-01	2.79e-01	-1.16e-01	4.42e-01
CAGL0I03080g	URA3	Orotidine 5'-phosphate decarboxylase, catalyzes a step in pyrimidine biosynthesis; protein abundance decreased in ace2 mutant cells	-3.79e-01	5.69e-02	-5.67e-01	1.05e-02	9.79e-01	4.05e-04	2.15e+00	4.16e-06	-5.00e-01	-8.18e-01	2.25e+00	3.65e+00	0	0	1	1	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0I03080g	OFF	0	0	UP	UP	CAGL0I03080g	YEL021W	S000000747	YEL021W	URA3	Orotidine-5'-phosphate (OMP) decarboxylase; catalyzes the sixth enzymatic step in the de novo biosynthesis of pyrimidines, converting OMP into uridine monophosphate (UMP); converts 5-FOA into 5-fluorouracil, a toxic compound	-6.56e-02	9.26e-01	6.81e-01	2.05e-03
CAGL0I03190g	RIP1	Putative ubiquinol-Cytochrome c reductase iron-sulfur protein	-1.90e+00	1.19e-03	-2.58e+00	1.98e-06	5.26e-01	2.23e-03	2.78e-01	2.42e-01	-2.28e+00	-3.46e+00	1.13e+00	3.78e-01	-1	-1	0	0	REDOX SIGNALING	RESPIRATORY CHAIN	F3	CAGL0I03190g	OFF	DOWN	DOWN	0	0	CAGL0I03190g	YEL024W	S000000750	YEL024W	RIP1	Ubiquinol-cytochrome-c reductase; a Rieske iron-sulfur protein of the mitochondrial cytochrome bc1 complex; transfers electrons from ubiquinol to cytochrome c1 during respiration; during import, Rip1p is first imported into the mitochondrial matrix where it is processed, acquires its Fe-S cluster, and is folded, then is translocated into the inner membrane by the action of a homo-oligomer of Bcs1p, and finally is delivered by Bcs1p to Complex III for assembly	-6.51e-01	4.44e-01	-5.31e-02	8.32e-01
CAGL0I03234g		Ortholog(s) have RNA binding, U3 snoRNA binding, U4 snRNA binding activity and role in mRNA splicing, via spliceosome, maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	-1.10e+00	3.68e-04	-1.31e+00	5.28e-04	3.27e-01	3.06e-02	-1.20e+00	1.28e-03	-1.35e+00	-1.79e+00	6.40e-01	-2.21e+00	0	0	0	-1	METABOLISM	RIBOSOMAL BIOGENESIS	F1	CAGL0I03234g	Type II	0	DOWN	0	DOWN	CAGL0I03234g	YEL026W	S000000752	YEL026W	SNU13	RNA binding protein; part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein	-1.10e+00	4.14e-02	1.48e-01	3.49e-01
CAGL0I03366g		Ortholog(s) have ATP binding, ATPase activity, adenylate kinase activity	-5.29e-01	2.23e-02	-4.83e-03	9.85e-01	-5.18e-01	1.85e-03	-1.14e+00	2.99e-04	-6.75e-01	-7.97e-02	-1.45e+00	-2.10e+00	0	0	0	-1	REGULATION	TRANSLATION	F2	CAGL0I03366g	OFF	0	0	0	DOWN	CAGL0I03366g	YDL166C	S000002325	YDL166C	FAP7	Essential NTPase required for small ribosome subunit synthesis; mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p; complex with Rps14 is conserved between humans, yeast, and arches; may be the endonuclease for site D; depletion leads to accumulation of pre-40S ribosomes in 80S-like ribosomes; human TAF9 functionally complements the lethality of the null mutation	4.67e-01	2.93e-01	3.10e-01	1.37e-01
CAGL0I04004g		Protein of unknown function	-6.01e-01	9.56e-03	-9.83e-02	6.27e-01	-1.10e+00	4.06e-05	-1.55e-01	5.63e-01	-7.59e-01	-2.03e-01	-2.90e+00	-3.79e-01	0	0	-1	0	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0I04004g	OFF	0	0	DOWN	0	CAGL0I04004g	YDL183C	S000002342	YDL183C		Protein that may form an active mitochondrial KHE system; mitochondrial inner-membrane protein; non-essential gene; KHE system stands for K+/H+ exchanger system	 NA	 NA	 NA	 NA
CAGL0I04048g		Ortholog(s) have fructose 1,6-bisphosphate 1-phosphatase activity, role in carbon utilization, cellular response to glucose starvation and intracellular localization	1.95e+00	6.55e-05	1.75e-01	4.66e-01	1.07e+00	6.83e-04	4.41e-01	7.33e-02	2.22e+00	1.56e-01	2.49e+00	6.63e-01	1	0	1	0	METABOLISM	ENERGY PRODUCTION (NON RESPIRATORY)	F1	CAGL0I04048g	Type II	UP	0	UP	0	CAGL0I04048g	YLR377C	S000004369	YLR377C	FBP1	Fructose-1,6-bisphosphatase; key regulatory enzyme in the gluconeogenesis pathway, required for glucose metabolism; undergoes either proteasome-mediated or autophagy-mediated degradation depending on growth conditions; glucose starvation results in redistribution to the periplasm; interacts with Vid30p	 NA	 NA	 NA	 NA
CAGL0I04328g		Ortholog of S. cerevisiae : YJL133C-A and Saccharomyces cerevisiae S288C : YJL133C-A	1.58e+00	7.37e-05	2.81e+00	1.88e-06	-6.33e-03	9.71e-01	1.08e+00	1.14e-03	1.79e+00	3.62e+00	-1.83e-01	1.79e+00	0	1	0	0	UNCLASSIFIED	_	Others	CAGL0I04328g	Type II	UP	UP	0	UP	CAGL0I04328g	YJL133C-A	S000028805	YJL133C-A		Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	 NA	 NA	 NA	 NA
CAGL0I04334g		Ortholog(s) have sphingosine-1-phosphate phosphatase activity, role in calcium-mediated signaling and endoplasmic reticulum localization	-4.56e-01	7.95e-03	-3.56e-01	1.34e-01	-8.62e-01	1.58e-04	-5.75e-01	1.60e-02	-5.90e-01	-5.41e-01	-2.30e+00	-1.11e+00	0	0	-1	0	REGULATION	OTHERS	F2	CAGL0I04334g	OFF	0	0	DOWN	0	CAGL0I04334g	YJL134W	S000003670	YJL134W	LCB3	Long-chain base-1-phosphate phosphatase; specific for dihydrosphingosine-1-phosphate, regulates ceramide and long-chain base phosphates levels, involved in incorporation of exogenous long chain bases in sphingolipids; LCB3 has a paralog, YSR3, that arose from the whole genome duplication	 NA	 NA	 NA	 NA
CAGL0I04444g		Ortholog(s) have phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	-5.19e-01	1.77e-01	6.66e-01	2.64e-02	1.48e+00	1.80e-03	2.39e-01	3.10e-01	-6.63e-01	8.03e-01	3.48e+00	3.09e-01	0	0	1	0	METABOLISM	NUCLEIC ACID METABOLISM	F1	CAGL0I04444g	OFF	0	0	UP	0	CAGL0I04444g	YAR015W	S000000070	YAR015W	ADE1	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress	-2.27e-01	6.16e-01	8.42e-02	4.66e-01
CAGL0I04686g		Ortholog(s) have ATPase activity, proton-transporting ATP synthase activity, rotational mechanism, proton-transporting ATPase activity, rotational mechanism activity and role in ATP synthesis coupled proton transport	-6.32e-01	3.44e-02	-3.30e-01	9.91e-02	1.75e-01	5.29e-01	1.72e+00	6.97e-05	-7.95e-01	-5.08e-01	2.66e-01	2.90e+00	0	0	0	1	TRANSPORT / TRAFFICKING	MITOCHONDRIA	F4	CAGL0I04686g	OFF	0	0	0	UP	CAGL0I04686g	YBR039W	S000000243	YBR039W	ATP3	Gamma subunit of the F1 sector of mitochondrial F1F0 ATP synthase; F1F0 ATP synthase is a large, evolutionarily conserved enzyme complex required for ATP synthesis	-5.08e-02	8.75e-01	1.87e-01	2.64e-01
CAGL0I04730g	HMT1	Putative hnRNP arginine N-methyltransferase	-1.57e+00	4.37e-05	-1.07e+00	2.96e-04	4.46e-01	2.01e-02	-1.19e+00	6.37e-04	-1.89e+00	-1.48e+00	9.33e-01	-2.18e+00	0	0	0	-1	REGULATION	OTHERS	F2	CAGL0I04730g	Type II	DOWN	0	0	DOWN	CAGL0I04730g	YBR034C	S000000238	YBR034C	HMT1	Nuclear SAM-dependent mono- and asymmetric methyltransferase; modifies hnRNPs, including Npl3p and Hrp1p, affecting their activity and nuclear export; methylates U1 snRNP protein Snp1p, ribosomal protein Rps2p, and histones H3 and H4; interacts genetically with genes encoding components of Rpd3(L) and this interaction is important for Rpd3 recruitment to the subtelomeric region	8.23e-01	9.03e-02	-9.12e-02	5.89e-01
